,0,1,2
3,0.4495537537478545,0.5266171567749496,0.6319728773274561
4,0.7267332516163983,0.5266171567749496,0.6319728773274561
5,0.6068531041109528,0.5266171567749496,0.6319728773274561
6,0.5779336653000267,0.5266171567749496,0.6319728773274561
7,0.6091341091670421,0.5266171567749496,0.6319728773274561
8,0.7213185047136269,0.5266171567749496,0.6319728773274561
9,0.6750137701085488,0.5266171567749496,0.6319728773274561
10,0.6750659442676176,0.5266171567749496,0.6319728773274561
11,0.6619628986783854,0.5266171567749496,0.6319728773274561
12,0.7196016581427541,0.5266171567749496,0.6319728773274561
13,0.6602804136783059,0.5266171567749496,0.6319728773274561
14,0.6401245078261835,0.5266171567749496,0.6319728773274561
15,0.7793219166916766,0.5266171567749496,0.6319728773274561
16,0.7442094912838064,0.5266171567749496,0.6319728773274561
17,0.7930392506610331,0.5266171567749496,0.6319728773274561
18,0.7719333141048115,0.5266171567749496,0.6319728773274561
19,0.829109803747769,0.5266171567749496,0.6319728773274561
20,0.8738268573439859,0.5266171567749496,0.6319728773274561
21,0.8335761274256618,0.5266171567749496,0.6319728773274561
22,0.8077631056222905,0.5266171567749496,0.6319728773274561
23,0.8677320589198608,0.5266171567749496,0.6319728773274561
24,0.802343700182979,0.5266171567749496,0.6319728773274561
25,0.8513496304695138,0.5266171567749496,0.6319728773274561
26,0.847321721810115,0.5266171567749496,0.6319728773274561
27,0.8222632780454301,0.5266171567749496,0.6319728773274561
28,0.8201415327940079,0.5266171567749496,0.6319728773274561
29,0.8341890893034365,0.5266171567749496,0.6319728773274561
30,0.8003713681227201,0.5266171567749496,0.6319728773274561
31,0.829831179030924,0.5266171567749496,0.6319728773274561
32,0.8215874976733474,0.5266171567749496,0.6319728773274561
33,0.816920515083888,0.5266171567749496,0.6319728773274561
34,0.8164905796398865,0.5266171567749496,0.6319728773274561
35,0.8328907569682298,0.5266171567749496,0.6319728773274561
36,0.8419230637282593,0.5266171567749496,0.6319728773274561
37,0.8870683662291895,0.5266171567749496,0.6319728773274561
38,0.8993368193478388,0.5266171567749496,0.6319728773274561
39,0.8943672152507477,0.5266171567749496,0.6319728773274561
40,0.8804380809340446,0.5266171567749496,0.6319728773274561
41,0.891331930696015,0.5266171567749496,0.6319728773274561
42,0.8963599960585316,0.5266171567749496,0.6319728773274561
43,0.858278910401745,0.5266171567749496,0.6319728773274561
44,0.855013458036427,0.5266171567749496,0.6319728773274561
45,0.8596588637892729,0.5266171567749496,0.6319728773274561
46,0.8701024867937897,0.5266171567749496,0.6319728773274561
47,0.8467920085735814,0.5266171567749496,0.6319728773274561
48,0.8266462103583252,0.5266171567749496,0.6319728773274561
49,0.8337097983171828,0.5266171567749496,0.6319728773274561
50,0.8299955096157315,0.5266171567749496,0.6319728773274561
51,0.8400924269908501,0.5266171567749496,0.6319728773274561
52,0.8515642342129096,0.5266171567749496,0.6319728773274561
53,0.8365443696481265,0.5266171567749496,0.6319728773274561
54,0.8272897216345152,0.5266171567749496,0.6319728773274561
55,0.7833850844305525,0.5266171567749496,0.6319728773274561
56,0.7821696755285934,0.5266171567749496,0.6319728773274561
57,0.787207089656373,0.5266171567749496,0.6319728773274561
58,0.7816119837028157,0.5266171567749496,0.6319728773274561
59,0.8376191050564123,0.5266171567749496,0.6319728773274561
60,0.8388776236663092,0.5266171567749496,0.6319728773274561
