,3M_Rate,10Y_2Y_Curve,5y5y_Forward,Core_PCE,NFP,UnEmp,Hstarts,IP,ISM,Mich_Sent,Mich_Inf,CPI
1979-06-01,9.06,-0.3066666666666667,8.978571428571426,0.005620243633527977,319.0,5.7,1913.0,-5.626543782955018e-05,52.7,65.8,9.9,0.007062146892655274
1979-07-01,9.24,-0.18761904761904763,9.002380952380953,0.005000534816557822,109.0,5.7,1760.0,-0.0013579489718789084,51.3,60.4,9.9,0.008415147265077305
1979-08-01,9.52,-0.42913043478260865,8.998695652173915,0.006651943697948637,83.0,6.0,1778.0,-0.006637454853474556,49.5,64.5,9.9,0.011126564673157091
1979-09-01,10.26,-0.721578947368421,9.261052631578949,0.006819443343113241,27.0,5.9,1832.0,0.0011098527318069706,49.6,66.7,9.6,0.008253094910591452
1979-10-01,11.7,-1.1904545454545454,9.970454545454546,0.007298311937202984,154.0,6.0,1681.0,0.005484564275542558,49.0,62.1,9.0,0.009549795361528002
1979-11-01,11.79,-1.1552631578947368,10.381052631578944,0.006411425890693101,92.0,5.9,1524.0,-0.0008865681173575446,48.0,63.3,10.0,0.0108108108108107
1979-12-01,12.04,-1.0044999999999997,10.3565,0.007173378220898696,99.0,6.0,1498.0,0.0012877924792920048,44.8,61.0,9.9,0.012032085561497485
1980-01-01,12.0,-0.6959090909090908,10.860909090909091,0.007585107477116049,128.0,6.3,1341.0,0.004570008054780139,46.2,67.0,10.4,0.013210039630118908
1980-02-01,12.86,-1.0036842105263157,12.233157894736843,0.009977798759792877,83.0,6.3,1350.0,2.9904473896058548e-05,50.2,66.9,10.0,0.010430247718383301
1980-03-01,15.2,-2.1357142857142852,12.028571428571427,0.009272828338976025,111.0,6.3,1047.0,-0.003287524787264018,43.6,56.5,10.2,0.014193548387096744
1980-04-01,13.2,-1.0285714285714287,11.102857142857143,0.005132056577794364,-145.0,6.9,1051.0,-0.02054776539769798,37.4,52.7,10.1,0.011450381679389388
1980-05-01,8.58,0.7314285714285715,10.417142857142856,0.008044831880448244,-429.0,7.5,927.0,-0.024310022667401898,29.4,51.7,8.6,0.007547169811320753
1980-06-01,7.07,1.05,10.344761904761905,0.006646406246139325,-319.0,7.6,1196.0,-0.012342093799912801,30.3,58.7,8.5,0.011235955056179803
1980-07-01,8.06,1.2181818181818183,10.966818181818182,0.007019783024888371,-261.0,7.8,1269.0,-0.0077203048387994855,35.0,62.3,9.6,-0.0024691358024692134
