,3M_Rate,10Y_2Y_Curve,5y5y_Forward,Core_PCE,NFP,Hstarts,IP,ISM,Mich_Sent,Mich_Inf,CPI,5y5y.3m,lunemp,3M_Rate_36mZ,10Y_2Y_Curve_36mZ,5y5y_Forward_36mZ,Core_PCE_36mZ,NFP_36mZ,Hstarts_36mZ,IP_36mZ,ISM_36mZ,Mich_Sent_36mZ,Mich_Inf_36mZ,CPI_36mZ,5y5y.3m_36mZ,lunemp_36mZ
1981-11-01,1.773900794774382,-0.4537448457376054,2.2203779777133215,1.8303464997603898,-1.6574242358836524,-1.3519044497086885,-1.9555033340582422,-2.7491860974871134,-1.8846302900751863,2.230569984832717,0.6313723114731189,0.2463361553244874,1.2656079924956691,-0.36516745003081025,1.5840017318316124,1.1264013049626849,-0.620114554780589,-1.5406881811409252,-1.729108417646939,-1.229040719789158,-1.6245558444240091,-0.7236160195154445,-1.146154821436601,-1.3644547832816474,1.9050499554559603,1.6893785434944053
1981-12-01,1.7711382911372509,-0.5366591276477328,2.3634095216842095,0.6898034347550789,-1.98117390506493,-1.168098105098575,-1.8764036546295704,-2.4560945066281934,-1.74219397993102,1.0374220054943255,1.0854236223497844,0.5312393274941906,1.357545957145021,-0.3938382418898798,1.386804621774981,1.290449314931924,-2.0235659456599717,-1.7656515425710768,-1.4486071386132224,-1.105467240794251,-1.327289500950662,-0.43089450745218183,-2.50302158034042,-1.0271744040419708,2.0078566070932755,1.7495055077282449
1982-01-01,2.1661763112469945,-0.9759797707232818,2.5896661557480023,1.9855050464151394,-2.2421064742558103,-1.3367970789188162,-3.2257905497158434,-2.38713177936727,-1.2120143810610662,0.9181072075604861,0.15381326475437013,0.06376142746498108,1.402706847304614,0.14313269529178588,0.7729917766607854,1.5670072781330227,-0.4440357075743061,-1.8814705976954995,-1.5495258578184237,-1.9659467517026363,-1.209457417095504,0.6301480703754979,-2.389080404789119,-1.6050365548352368,1.4782035803370026,1.7172238148359282
1982-02-01,2.4976767477027235,-1.4321877422980345,2.5140331833028324,0.7853150452891942,-0.6571827206519447,-1.2788854908909724,2.7256951288650986,-2.36989109755204,-1.5681051564214827,0.977764606527406,1.0656131727306704,-0.8455841977676511,1.5351042324363005,0.5857551049435785,0.16928038212694443,1.3648260376917625,-2.0119999743440116,-0.22091726050210414,-1.3891793100342187,2.088363854041653,-1.1369470885717792,-0.04862597931283159,-2.1033189295463095,-0.9223891219487583,0.6321861063026792,1.8408535685274312
1982-03-01,2.2766764567322375,-1.362499558956322,2.329686427762171,1.0399572485801065,-1.2708574667119779,-1.115222307334022,-1.383479739849896,-2.6285013247805,-1.9241959317818995,0.3811906168582102,-0.7692954034369232,-0.6965639515038295,1.578246715810894,0.22763349094281882,0.2468871929846296,1.0082681534802354,-1.6075635184198747,-0.8198416041970403,-1.1374550205246448,-0.6289318332447454,-1.2748580564928194,-0.7376700196112039,-2.429192912246408,-1.9997084762189947,0.7368567940798717,1.7974371187506488
1982-04-01,2.2822014640064996,-1.3597358058429836,2.3279851289287263,0.825372755327364,-2.0198305819820974,-1.1504728391770573,-1.5583782376047122,-2.4560945066281934,-1.6472364398349086,0.6794776116928082,2.416545011677396,-0.7125780675202396,1.7048551761824058,0.2021550063542547,0.2399722986336331,0.9550437091990726,-1.7644781182413243,-1.5529704442170975,-1.1190226719127985,-0.75704327186835,-1.0793515711529036,-0.17716369469888926,-1.9571751693476869,0.056280099829761066,0.6958235803963019,1.899554980103906
1982-05-01,2.113688742141504,-1.1702927885059735,2.2467906421025585,1.6322810113705275,-0.855298189852428,-0.8785401649593553,-1.2051907504919719,-2.8526301883784972,-1.4889738730080568,-0.03641117591022705,1.9344384090648605,-0.4833277135818643,1.7461519558450944,-0.08438927913919972,0.47066983249665767,0.7709969685578483,-0.7200647636667141,-0.27724075561584355,-0.7465254265330837,-0.4841533805382106,-1.3222667948597064,0.14446171404608524,-2.3469551508198294,-0.25915209968724634,0.8630397287269826,1.8637565096257582
1982-06-01,2.218663880352485,-1.1825749762328572,2.4690898230844627,1.3913134172971198,-1.8168830281669683,-1.1882412661517383,-0.7459729860687503,-2.36989109755204,-1.6314101831522232,0.6198202127258883,1.9112561665964298,-0.29171806243064907,1.8274436340129925,0.03856804227637277,0.4483809303986236,1.1126229680392132,-1.0038530795074336,-1.2798349570660108,-1.1015889143226365,-0.16385377720296374,-0.8824283258808978,-0.1422375668153294,-1.6560571184985313,-0.2765269195158467,0.9897580725155459,1.8950435010278197
1982-07-01,1.9092634729938047,-0.8435157586007452,2.355779761060844,2.162290913480927,-2.3097556588608534,-0.5235169513973553,-0.7075332110406345,-2.352650415736809,-1.655149568176251,0.8584498085935668,1.4436428308187783,0.19885916605088005,1.9070590750841157,-0.49120156187837777,0.8676397418591086,0.8674153914765665,-0.06768067862963996,-1.7013418380767094,-0.1701291031838445,-0.1328592769017968,-0.8207810631989398,-0.21512742851736202,-1.368829365158986,-0.5613161258471427,1.338191868565928,1.9246792184722337
1982-08-01,1.1716750018798079,-0.21663718448510305,2.1231461716564315,1.171808530140699,-1.41098792053671,-0.8256643671948021,-1.5537005114700686,-2.36989109755204,-1.655149568176251,0.7391350106597275,0.5430664693902278,1.4413707376776497,1.9070590750841157,-1.6570949653528455,1.570661499376087,0.3803302549590305,-1.2574247656699573,-0.6896940423270725,-0.5490511829513398,-0.6972776944527775,-0.7902269654164696,-0.21942676731516977,-1.3817320998052764,-1.0819035361881812,2.1569775384036003,1.805092303055209
1982-09-01,0.9617247254578464,-0.40572835011527203,1.9008173468312162,0.6952614472105452,-1.5172937820589205,-0.5789106442935539,-0.7006840993601833,-2.283687688475887,-1.3465375628638905,0.5601628137589688,-0.7847817719380884,1.491019517427583,2.023486350672729,-1.8873806519989218,1.2616961963907634,-0.1375311760238734,-1.7156762587659506,-0.7688914702969717,-0.12550599583615474,-0.11022016094077342,-0.679934380798833,0.3992721040631818,-1.43550339018242,-1.7914132920180061,2.003290281201129,1.897340202869084
1982-10-01,0.9037121490780938,-0.22994696560746306,1.4389218022960093,2.0900473421613253,-1.98117390506493,-0.5058916854758376,-1.575749209250605,-2.180243597584503,-1.0220993008688435,0.6794776116928082,0.09423620731804706,0.7248407029493281,2.1365055047409993,-1.83632442125023,1.3872753223144565,-1.2009432370712314,-0.04225113112841842,-1.1960186079210555,0.05191809966467402,-0.6620471648249077,-0.5604448590031529,1.0044676985261636,-1.261600614971981,-1.1851949367941883,1.348346512635444,1.9680319720230093
1982-11-01,1.0031622800148126,-0.1914753111171736,1.3430450319188405,0.6976618723975957,-1.2322007897948106,-0.0048305542784050385,-0.8415401394506361,-2.2147249612149635,-1.124969969306298,0.5601628137589688,-2.1017348482094835,0.3095061755816026,2.2822289154961757,-1.5887728928296883,1.3495339711676329,-1.438597490065585,-1.5945230488796756,-0.36931368295280237,0.948843426570263,-0.1564607055761533,-0.5551026838403278,0.754513874915688,-1.2828891575241077,-2.2527166196463364,0.9872069485191918,2.090771856837747
1982-12-01,0.9672497327321086,-0.059072863845398345,1.3881270767842753,0.4171707204456469,-0.7199998206423419,-0.17856531836193693,-1.3189784031699867,-1.5940604158666618,-1.1407962259889823,0.08290362202361223,-1.6642535506787652,0.4798586135669303,2.2822289154961757,-1.5401010940556588,1.4141283863543754,-1.3682454217370086,-1.771107702497181,0.19721986099400626,0.6866443909071782,-0.45523630366530754,-0.03996019789500511,0.6797973891329218,-1.562223060202693,-1.8570474859466326,1.051587393680858,1.9723657882831973
1983-01-01,0.94514970363506,0.2119927590474857,1.3981848093358915,2.3620224194180652,0.41070797918480617,0.5339990038937084,2.65550055444537,-1.042358597779281,-1.2594931511091212,-0.4540129686786643,0.5339716312529423,0.5502493669167163,2.1365055047409993,-1.478457531004782,1.6101507910302797,-1.3466719710064692,0.3832971697327423,1.3834845600257377,1.858468122090434,2.0679395937387364,0.41227609788981445,0.42140856172995605,-1.857973460224996,-0.6208851394644483,1.0432050354300777,1.6266437756975023
1983-02-01,1.0142122945633365,0.16774455555209747,1.4971618130853992,0.6925839899807902,-1.000260728291806,0.8185211537696374,-1.1777275964089569,0.40585867470009174,-0.9271417607727332,-0.334698170744825,0.5267628538114194,0.5842456287633289,2.1365055047409993,-1.3081190824027507,1.4636255417245334,-1.0796474455377278,-1.4280224347361248,-0.09510467510150554,2.1682461302619798,-0.3618383986929773,1.5483091612322128,1.0468847721388144,-1.6604258711383735,-0.5867283373608116,1.0113476106211883,1.550690733438123
1983-03-01,1.0805123818544824,-0.08845395037030147,1.4115521573129612,-0.5975579880061227,0.1884320869110933,0.5843569065266162,0.9728395711345545,0.3196552656239386,-0.4365278036094923,-1.05058695834786,-0.35267857047706713,0.26511132582648983,2.0991988174988827,-1.1572462304383373,1.1580898142307199,-1.2281346582513937,-2.6482792731223754,1.1578702987825493,1.6615920937388753,0.9660409116092659,1.3989240159158605,1.912680209586252,-2.0532657508124337,-1.0338465841401758,0.7399612637478145,1.4249111143076523
1983-04-01,1.0418373309346478,-0.10829948079059785,1.3622924673395855,0.33835464872988047,0.6764726329903324,0.24695895888613395,1.5874683287483935,0.3713773110696312,0.22026184872194263,-0.09606857487714669,0.5160598013574129,0.2580844421606665,2.0615281568303025,-1.1414233485204786,1.0746781610869292,-1.320996773655534,-1.5322440045721015,1.563458755604949,1.074877997886884,1.2930735268322167,1.3530085013139488,2.937623125867175,-1.2758595044521994,-0.48952684283885006,0.6905508021534355,1.2855167120831565
1983-05-01,1.0363123236603853,-0.04483568550898041,1.3450799814633558,-0.5038035593105675,0.705465140678208,1.0123990789063324,0.781309684200096,0.698950265559013,0.5526132390583317,-0.2153833728109857,0.07550508378333094,0.23726411915755866,2.023486350672729,-1.139972337230681,1.137690578504139,-1.3779081643146553,-2.2121999994990396,1.5277767257790804,2.0598596602597015,0.7409239871024249,1.537325242516257,3.2132640272359962,-1.2895224511086512,-0.715115267941748,0.6618338512070758,1.1481457461376225
1983-06-01,1.2020625418882496,-0.28612207122683603,1.4570490124800912,1.2101982871366224,1.1741773482988633,0.9041295882455807,0.6539124656305926,0.9403198109722415,0.4655688273035637,-0.2153833728109857,0.07156026533550401,0.07429736037703129,2.023486350672729,-0.9664461227457979,0.879470605306034,-1.1665801309769304,-0.44562339767697184,1.8834248781417657,1.7622136783441977,0.6112035446998001,1.6507711090336294,2.716174192668754,-1.218250216286478,-0.673490858628781,0.5560458512616321,1.0853539984896818
1983-07-01,1.282175147365051,-0.25901317879379354,1.6122345322080898,2.2976309236091086,1.362628648270055,1.035060135091141,2.0234328656092306,1.9920014017013103,0.5130475973516188,-0.2153833728109857,1.3602486778404776,0.1923575401312427,1.7461519558450944,-0.8820930307696904,0.9538166713486925,-0.8348557114648366,0.665864984049109,1.9220176939469356,1.8051385847378847,1.4689576690881212,2.2635165522162546,2.4909207397209885,-1.1629148447019535,0.043439707044509904,0.6568150254556342,0.5478492560017677
1983-08-01,1.3540002419304589,-0.16895940396207068,1.782151753198421,1.4683528242027577,-2.1358006127335996,1.3497970265468147,1.428240024113995,1.9057979926251571,0.3626981588661102,-0.15572597384406633,0.05986810805256162,0.3581588619908073,1.7870117243487196,-0.7913624040870963,1.0498881645285876,-0.4618605540033534,-0.15025661825717357,-1.4684467376428352,2.0567134622469685,1.0260962367955782,2.0081218075503195,2.0530010732954214,-1.0561523861060684,-0.7616902575705997,0.7759542430671317,0.5844719697054703
1983-09-01,1.2600751182680023,-0.07405568818306936,1.7206957084331407,0.8744035665487454,4.754752047751499,0.8462180002177367,2.0242224031042793,1.802353901733773,0.2835668754526843,-0.15572597384406633,0.48301328042740554,0.4543881847528037,1.6631119361975701,-0.8942633312358835,1.1116576400302332,-0.6204619453508742,-0.7274845930026208,3.906094425472493,1.3723096339586252,1.4372375090297216,1.8063405788353268,1.7953396759549745,-1.0054991593910547,-0.45435708642954004,0.8187876857406785,0.3226746433023186
1983-10-01,1.1606249873312837,0.04026116438398053,1.6966898417983614,-0.33135846951592,0.6716405483756865,0.8588074758759636,1.0026274931401598,2.129926856223156,0.23608810540462805,0.08290362202361223,0.9015116870792674,0.6362522697792349,1.491474253058058,-0.980338658839747,1.1808951388152806,-0.6821869069815697,-1.927898876584576,0.8766746675749969,1.3473717387867727,0.7668191384843391,1.9186400176299538,1.6206905452863367,-0.7782442093537598,-0.14212541228245926,0.9094872942706331,-0.02874142081118047
1983-11-01,1.1937750309768564,0.10032000644540423,1.7511627441839572,-0.029003961685322287,1.067871486776653,1.035060135091141,0.28124897317828124,2.405777765266845,0.37852441554879446,-0.03641117591022705,0.8909845496952415,0.6661326920595824,1.357545957145021,-0.8873820026824603,1.1829856378908845,-0.5394506078226574,-1.515630653080471,1.1499945570477248,1.498545595967352,0.3248167074146841,1.9955283216603714,1.697559944481348,-0.8310904731238578,-0.10604782999464321,0.8816733704586761,-0.3139440943959268
1983-12-01,1.2600751182680023,0.06486748242531855,1.7978685138502466,-0.8685553330713395,1.067871486776653,0.7908243073215382,0.5475900610334583,3.078164356060841,0.6238313941304156,-0.03641117591022705,0.03834865097555806,0.6046815839183108,1.2656079924956691,-0.7570181746891922,1.0894476461860985,-0.4218368146836365,-2.1928952092011182,1.1193025021762675,1.1755698134734527,0.5163131387387834,2.206563016770689,1.8606980761760408,-0.8004693074817686,-0.6545787321365636,0.8000757474997048,-0.5376671295089449
1984-01-01,1.2324500818966917,0.10690327574593805,1.7540803224465764,0.5001650025273265,1.493094932865495,1.3170643898354246,2.740135059696308,1.4575402654291605,1.0907059662696277,-0.2153833728109857,1.7140867375303188,0.5829086971176739,1.1234614343277092,-0.7479046070147963,1.0785315521340213,-0.514754627889962,-0.7589305347093342,1.3570043434246306,1.6989414907062688,1.9101150712379646,1.20221448471129,2.199538161771275,-0.9434615136954692,0.5542004470324748,0.7476277739810913,-0.847515704004397
1984-02-01,1.284937651002182,0.13374898457393317,1.8081413314303914,2.0670789829514358,1.6912104020659782,2.2310603226227013,0.40007350969899047,1.595465719951005,0.8770515010533787,-0.15572597384406633,0.02602359033691249,0.5675339831926627,1.025704008001363,-0.6340156163103821,1.0518423276098197,-0.37033294387271737,0.9707502812492854,1.4157224356955065,2.4156902306616965,0.29488975378560583,1.2201358397418562,1.8033422823517797,-0.853055277693156,-0.6412665257305202,0.6942835051563183,-1.0722921717749048
1984-03-01,1.403725307398818,0.07745025869645751,1.9617354448333248,0.7420526670805606,0.6668084637610405,0.7278769290304034,0.495606349650678,1.1816893563854702,1.1619241213417115,-0.09606857487714669,0.4381537956873981,0.5935889578778343,1.025704008001363,-0.43465045406088426,0.9305818866765256,-0.0071963572924766675,-0.4632669308172425,0.6929047233581416,0.8403209315786495,0.36127255990017937,0.9509747755196968,1.9472821222686938,-0.7455016461359034,-0.32723291908216184,0.6744680711095652,-1.1004294210032362
1984-04-01,1.4506878692300462,0.016039320062038166,2.052608646500218,1.2294226716290393,1.1065281636938205,1.2012412137797366,0.6984420497264514,1.5437436745053137,0.7741808326159241,0.20221841995745127,0.8458769900905868,0.6626065348441745,0.9758812252238006,-0.3324317124272452,0.808851660453456,0.21597480174429406,0.10415509459577947,0.9535024824475035,1.2566292435073023,0.4702150948310045,1.1074083870119893,1.4379671543997494,-0.37213148225089093,-0.015410613951158992,0.6955618298175321,-1.2473833548590045
1984-05-01,1.4893629201498815,0.006497381389758112,2.296859093453196,-0.034389585279632214,0.8310993406590023,1.0073632886430417,0.4671606527674347,1.1299673109397788,0.9324433994427759,0.3811906168582102,0.4237197409703402,1.0493763022101124,0.8224353877109185,-0.2238253314436029,0.7629198850736516,0.7865094925852117,-1.246340477962492,0.7363332721750142,1.009288923711225,0.31587163769640264,0.8619004169653695,1.5024531393124045,-0.10629360593126488,-0.2824035399033596,1.0880058972276814,-1.564309420337672
1984-06-01,1.5004129346984056,-0.2975630770585567,2.2983271695028358,-0.02700748111284575,1.1935056867574472,1.1810980527265735,0.2803090000061597,1.0437639018636256,0.726702062567869,0.3811906168582102,0.4173847177025166,1.0268336668862212,0.7166421372733554,-0.1574608225497716,0.32061886539527334,0.7702956182974546,-1.1721885627827788,0.9510135247948877,1.1148447947355364,0.19155464458145102,0.7893785338956405,1.2233549185755317,-0.04894305834769634,-0.24729990230560275,1.0667472284568225,-1.7534482435775711
1984-07-01,1.5694755256266824,-0.48211046236859234,2.233421268769737,1.0222962009629626,0.850427679117586,0.9016116931139353,0.2284245668680414,0.698950265559013,0.813746474322637,-0.09606857487714669,0.8201152563972389,0.7416693300389904,0.8742645161256106,0.015142951901101466,0.002311052901703203,0.629302798002976,0.018702063354736995,0.7018547670075903,0.7971130089532483,0.16627987031131516,0.5788040944077668,1.236167801286399,-0.6498886746367857,0.160553670296934,0.6976544083541923,-1.4542794594603492
1984-08-01,1.6661631529262704,-0.7006698416379411,2.004313025865794,0.4835319564817811,0.5266780099363085,0.5339990038937084,-0.09947535776992099,0.16448912928686313,1.0115746828562018,-0.334698170744825,0.4033073909980903,0.0732180390781187,0.8742645161256106,0.27722453065589236,-0.45445746817819616,0.1299004741928831,-0.5446913616217977,0.46453901071169335,0.40196269623303577,-0.062394470448452456,0.2820175496841206,1.3460147923092871,-0.9374021137728978,-0.15056326148282323,-0.374527091194173,-1.464112301854914
1984-09-01,1.6385381165549593,-0.661747376315115,1.927933662448495,-0.45492897089998474,0.8600918483468778,0.8160032586379921,-0.5070555280116773,-0.35273132517005584,1.1540109930003695,-0.334698170744825,0.3971279699145536,-0.012025885197983624,0.7699010794765708,0.31800663627466585,-0.5377784586778026,-0.005381400264271171,-1.5359433159704716,0.647125782830582,0.638089118860996,-0.3572302522228702,-0.01231019830727424,1.3899438393855588,-0.9139711870777257,-0.07524005751068345,-0.6496109266657509,-1.65453334732909
1984-10-01,1.4645003874157019,-0.4006253352941991,1.845383359841463,-0.0816346945137257,0.7296255637514377,0.5440705844202899,-0.48855978555765706,-0.21480587064821124,0.7900070892986095,-0.03641117591022705,0.39099527413238466,0.22728487937393138,0.8224353877109185,0.011044565261134476,-0.07997427078231845,-0.16066675243175638,-1.047767258089318,0.5292095300045982,0.32290076954091584,-0.36239712928842976,0.034283887094006656,0.997639736158088,-0.40309578038571237,-0.08901279234817254,-0.2508566126462208,-1.5013749671682415
1984-11-01,1.1523374764198904,-0.00959900638399421,1.7019071582209264,-0.14487699010445662,1.058207317547361,0.7933422024531835,0.34878231029055384,-0.3010092797243644,0.7425283192505544,-0.09606857487714669,-0.42003064440249255,0.6654642262367572,0.7166421372733554,-0.6633968341337829,0.7191739177124051,-0.504402416207901,-1.060765424047104,0.7011981166517811,0.5389818992013226,0.18329705723486478,-0.05066328022102554,0.9045240858548469,-0.48825779433297745,-0.9512326840224267,0.5718453207144698,-1.6309682986885137
1984-12-01,1.0003997763776815,0.41489235656335277,1.7376131674878557,0.8303821141931242,-0.043507974591911414,0.5994642773164885,-0.07436587222036097,-0.24928723427867178,0.520960725692962,-0.15572597384406633,0.3818826876363607,1.0842747758831806,0.7699010794765708,-0.9570158993996165,1.5103003385552642,-0.37112727749706037,0.06280072581116684,-0.06482457833966411,0.28741072857383365,-0.16150990258505427,-0.05728820664892497,0.6535987815911365,-0.5737488288584138,-0.04444781500085973,1.317050889675667,-1.449256857592096
1985-01-01,0.9175246672637491,0.5605822646331088,1.7071865855532828,1.7055397729817308,0.6329838714585191,0.8487358953493821,-0.4810651329409145,-0.3010092797243644,0.7662677042745819,-0.3943555697117446,-0.02434413172057207,1.2155320191584094,0.7699010794765708,-1.0941694730195473,1.692331618029705,-0.40882104468321845,1.0964787967727916,0.35165626770480785,0.5226625568649943,-0.5696171933338879,-0.12261561981158278,0.8397277226086933,-1.0643130707803194,-0.48972750281308686,1.4645413238990665,-1.3772910982893947
1985-02-01,1.0584123527574338,0.442164359059169,1.72364597664828,1.4793201536385825,-0.01451546690403582,0.6498221799493963,0.2712821881798196,-0.3699720069852867,0.5842657524237026,-0.27504077177790537,1.169555605343851,0.9237148557887583,0.7166421372733554,-0.7418206350695061,1.4233096985542621,-0.3151273470558803,0.8018034590916533,-0.11578968455616466,0.24045047934515798,0.10325718124855061,-0.2002431437737518,0.621520797656356,-0.7502331609539046,0.8301076321698211,0.9018202904495761,-1.394507878664752
1985-03-01,1.1274749436857108,0.22583381294573865,1.8225576004927417,0.5911996511791402,0.990558132942318,1.0728285620658218,-0.0004541084761099938,-0.7320263251051302,0.5842657524237026,-0.334698170744825,0.36248706481591164,0.9575837908119725,0.7166421372733554,-0.5247344048247476,0.9412688693211093,0.026941573283635268,-0.21332053962031952,0.553879779744964,0.7253506235946724,-0.1693054544326834,-0.4631560370357276,0.5792602873010465,-0.8491383236999793,-0.10075179239750312,0.9398090453497168,-1.3173734987224104
1985-04-01,0.9700122363692396,0.44472751718847553,1.7158821129242248,-0.6325842451821312,0.29957003304794977,1.1257043598303749,-0.6503037594681005,-0.6630635978442067,0.6554839074957852,-0.15572597384406633,-0.03878274145776864,1.1118084056498183,0.7699010794765708,-0.9601996727021955,1.4452733110189835,-0.26274599419425576,-1.5317002758956142,0.016667174531904888,0.7591417661770584,-0.7891166891578317,-0.4657314949640558,0.6101040877867372,-0.36261597488497194,-0.5151673951218867,1.256666579381324,-1.1563987209837099
1985-05-01,0.8401745654240792,0.5599298243820123,1.5511682149894317,0.5627296473082376,0.6764726329903324,0.770681146268375,-0.030510871129761048,-0.8527110978117439,0.43391631393819285,-0.2153833728109857,0.35223595789240386,1.0894994439847723,0.7166421372733554,-1.360193081362927,1.714972142544393,-0.751333760927932,-0.16158912876851805,0.2662077823484198,0.21431097406011843,-0.260058923533234,-0.6514182259864856,0.32817724905658663,-0.5016056618212034,0.01697939404328742,1.1842271492062881,-1.1809172898866416
1985-06-01,0.6937618726561322,0.576371318709634,1.34093407823471,0.47763021497736813,0.06279788693029908,0.7606095657417935,-0.1322886203643885,-0.7320263251051302,0.8058333459812949,-0.09606857487714669,-0.046414461367064494,1.0166427462587004,0.8224353877109185,-1.9474731471961362,1.7827661963693315,-1.4166701352050095,-0.23129979239700796,-0.23911581713611954,0.13381854370628452,-0.374825817535469,-0.6230359466361964,0.7043316574257286,-0.15038360319069277,-0.4530464463060987,0.9740747737386278,-0.944781343831333
